Element,Element Code,Item,Item Code,Year,Value
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,2006,0.49
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,2007,0.37
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,2008,0.48
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,2009,0.44
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,2010,0.39
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,2011,0.4
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,2012,0.4
Protein supply quantity (g/capita/day),674,"Oranges, Mandarines",2611,2013,0.48
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1961,0.02
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1962,0.02
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1963,0.02
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1964,0.02
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1965,0.02
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1966,0.02
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1967,0.02
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1968,0.02
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1969,0.02
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1970,0.03
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1971,0.03
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1972,0.03
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1973,0.03
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1974,0.03
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1975,0.03
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1976,0.03
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1977,0.02
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1978,0.03
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1979,0.03
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1980,0.03
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1981,0.03
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1982,0.03
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1983,0.03
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1984,0.04
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1985,0.03
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1986,0.04
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1987,0.04
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1988,0.04
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1989,0.04
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1990,0.04
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1991,0.04
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1992,0.04
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1993,0.04
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1994,0.04
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1995,0.04
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1996,0.05
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1997,0.04
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1998,0.06
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,1999,0.05
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,2000,0.05
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,2001,0.05
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,2002,0.06
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,2003,0.08
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,2004,0.08
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,2005,0.08
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,2006,0.08
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,2007,0.07
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,2008,0.08
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,2009,0.07
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,2010,0.07
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,2011,0.07
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,2012,0.07
Fat supply quantity (g/capita/day),684,"Oranges, Mandarines",2611,2013,0.07
Food,5142,"Lemons, Limes and products",2612,1961,34.0
Food,5142,"Lemons, Limes and products",2612,1962,35.0
Food,5142,"Lemons, Limes and products",2612,1963,30.0
Food,5142,"Lemons, Limes and products",2612,1964,33.0
Food,5142,"Lemons, Limes and products",2612,1965,32.0
Food,5142,"Lemons, Limes and products",2612,1966,31.0
Food,5142,"Lemons, Limes and products",2612,1967,32.0
Food,5142,"Lemons, Limes and products",2612,1968,32.0
Food,5142,"Lemons, Limes and products",2612,1969,31.0
Food,5142,"Lemons, Limes and products",2612,1970,43.0
Food,5142,"Lemons, Limes and products",2612,1971,42.0
Food,5142,"Lemons, Limes and products",2612,1972,42.0
Food,5142,"Lemons, Limes and products",2612,1973,34.0
Food,5142,"Lemons, Limes and products",2612,1974,36.0
Food,5142,"Lemons, Limes and products",2612,1975,38.0
Food,5142,"Lemons, Limes and products",2612,1976,37.0
Food,5142,"Lemons, Limes and products",2612,1977,36.0
Food,5142,"Lemons, Limes and products",2612,1978,40.0
Food,5142,"Lemons, Limes and products",2612,1979,41.0
Food,5142,"Lemons, Limes and products",2612,1980,66.0
Food,5142,"Lemons, Limes and products",2612,1981,61.0
Food,5142,"Lemons, Limes and products",2612,1982,66.0
Food,5142,"Lemons, Limes and products",2612,1983,65.0
Food,5142,"Lemons, Limes and products",2612,1984,72.0
Food,5142,"Lemons, Limes and products",2612,1985,71.0
Food,5142,"Lemons, Limes and products",2612,1986,71.0
Food,5142,"Lemons, Limes and products",2612,1987,74.0
Food,5142,"Lemons, Limes and products",2612,1988,79.0
Food,5142,"Lemons, Limes and products",2612,1989,87.0
Food,5142,"Lemons, Limes and products",2612,1990,90.0
Food,5142,"Lemons, Limes and products",2612,1991,87.0
Food,5142,"Lemons, Limes and products",2612,1992,85.0
Food,5142,"Lemons, Limes and products",2612,1993,52.0
Food,5142,"Lemons, Limes and products",2612,1994,52.0
Food,5142,"Lemons, Limes and products",2612,1995,54.0
Food,5142,"Lemons, Limes and products",2612,1996,65.0
Food,5142,"Lemons, Limes and products",2612,1997,57.0
Food,5142,"Lemons, Limes and products",2612,1998,60.0
Food,5142,"Lemons, Limes and products",2612,1999,71.0
Food,5142,"Lemons, Limes and products",2612,2000,59.0
Food,5142,"Lemons, Limes and products",2612,2001,77.0
Food,5142,"Lemons, Limes and products",2612,2002,80.0
Food,5142,"Lemons, Limes and products",2612,2003,79.0
Food,5142,"Lemons, Limes and products",2612,2004,95.0
Food,5142,"Lemons, Limes and products",2612,2005,96.0
Food,5142,"Lemons, Limes and products",2612,2006,102.0
Food,5142,"Lemons, Limes and products",2612,2007,104.0
Food,5142,"Lemons, Limes and products",2612,2008,111.0
Food,5142,"Lemons, Limes and products",2612,2009,121.0
Food,5142,"Lemons, Limes and products",2612,2010,124.0
Food,5142,"Lemons, Limes and products",2612,2011,128.0
Food,5142,"Lemons, Limes and products",2612,2012,138.0
Food,5142,"Lemons, Limes and products",2612,2013,138.0
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1961,0.65
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1962,0.65
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1963,0.56
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1964,0.62
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1965,0.59
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1966,0.57
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1967,0.58
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1968,0.59
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1969,0.57
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1970,0.77
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1971,0.75
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1972,0.74
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1973,0.6
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1974,0.63
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1975,0.67
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1976,0.65
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1977,0.63
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1978,0.71
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1979,0.72
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1980,1.17
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1981,1.08
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1982,1.17
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1983,1.16
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1984,1.28
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1985,1.26
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1986,1.26
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1987,1.31
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1988,1.38
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1989,1.52
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1990,1.57
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1991,1.51
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1992,1.48
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1993,0.91
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1994,0.9
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1995,0.93
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1996,1.11
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1997,0.97
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1998,1.03
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,1999,1.21
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,2000,1.0
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,2001,1.29
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,2002,1.33
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,2003,1.32
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,2004,1.58
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,2005,1.59
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,2006,1.67
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,2007,1.7
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,2008,1.81
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,2009,1.95
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,2010,2.0
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,2011,2.05
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,2012,2.19
Food supply quantity (kg/capita/yr),645,"Lemons, Limes and products",2612,2013,2.18
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1961,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1962,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1963,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1964,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1965,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1966,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1967,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1968,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1969,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1970,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1971,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1972,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1973,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1974,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1975,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1976,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1977,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1978,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1979,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1980,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1981,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1982,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1983,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1984,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1985,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1986,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1987,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1988,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1989,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1990,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1991,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1992,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1993,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1994,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1995,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1996,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1997,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1998,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,1999,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,2000,0.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,2001,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,2002,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,2003,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,2004,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,2005,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,2006,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,2007,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,2008,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,2009,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,2010,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,2011,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,2012,1.0
Food supply (kcal/capita/day),664,"Lemons, Limes and products",2612,2013,1.0
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1961,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1962,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1963,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1964,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1965,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1966,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1967,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1968,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1969,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1970,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1971,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1972,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1973,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1974,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1975,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1976,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1977,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1978,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1979,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1980,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1981,0.01
Protein supply quantity (g/capita/day),674,"Lemons, Limes and products",2612,1982,0.01
